Store,Week,PepsiQuant,PepsiPrice,DomQuant,DomPrice,CokeQuant,CokePrice
112,143,137,1.49,71,0.66,146,1.49
112,144,313,1.33,63,0.75,376,1.33
112,145,202,1.33,25,0.78,209,1.49
112,146,603,0.85,26,0.66,732,0.87
112,147,652,0.84,11,0.80,649,0.82
112,148,113,1.49,205,0.44,107,1.48
112,149,231,1.19,13,0.89,377,1.19
112,150,132,1.5,1,0.89,673,0.99
112,151,1069,0.79,4,0.89,1186,0.79
112,152,79,1.79,31,0.66,141,1.49
112,153,107,1.79,4,0.89,961,0.89
112,154,116,1.79,15,0.89,155,1.49
112,155,718,0.99,9,0.89,75,1.57
112,156,66,1.79,63,0.66,121,1.79
112,157,85,1.49,12,0.89,829,0.99
112,158,81,1.79,18,0.89,104,1.79
112,159,784,0.99,7,0.89,102,1.79
112,160,203,1.33,23,0.89,75,1.79
112,161,76,1.79,7,0.89,98,1.79
112,162,140,1.33,25,0.89,116,1.79
112,163,190,1.33,208,0.44,91,1.79
112,164,102,1.79,43,0.89,109,1.79
112,165,66,1.79,18,0.84,823,0.99
112,166,74,1.79,9,0.79,111,1.79
112,167,604,0.99,95,0.59,141,1.79
112,168,143,1.39,30,0.75,106,1.79
112,169,69,1.76,27,0.74,1120,0.99
112,170,880,0.99,63,0.66,123,1.79
112,171,227,1.29,36,0.66,151,1.79
112,172,136,1.41,27,0.66,156,1.79
112,173,66,1.79,33,0.71,570,1.15
112,174,152,1.32,199,0.48,175,1.32
112,175,90,1.79,30,0.79,111,1.79
112,176,65,1.79,28,0.79,105,1.79
112,177,83,1.79,19,0.79,110,1.79
112,178,169,1.33,34,0.79,277,1.33
112,179,57,1.79,15,0.79,99,1.79
112,180,92,1.79,31,0.79,431,1.09
112,181,71,1.79,68,0.66,101,1.79
112,182,889,0.99,20,0.79,114,1.79
112,183,60,1.79,19,0.79,232,1.33
112,184,71,1.79,50,0.79,139,1.79
112,185,93,1.79,207,0.39,201,1.49
112,186,673,0.89,15,0.79,1173,0.89
112,187,70,1.79,25,0.79,113,1.74
112,188,342,0.99,24,0.80,67,1.79
112,189,69,1.79,39,0.66,765,0.99
112,190,999,0.99,15,0.89,72,1.74
112,191,201,1.08,240,0.44,760,0.99
112,192,56,1.79,26,0.89,82,1.56
112,193,714,0.99,8,0.89,778,0.99
112,194,398,0.98,45,0.66,515,1.0
112,195,839,0.82,7,0.89,1119,0.82
112,196,83,1.72,47,0.75,108,1.56
112,197,87,1.59,7,0.89,890,0.99
112,198,583,0.99,26,0.66,748,0.99
112,199,371,0.99,5,0.89,627,0.99
112,200,503,0.99,7,0.89,531,0.99
112,201,156,1.09,152,0.47,313,1.06
112,202,239,1.33,6,0.89,110,1.59
112,203,76,1.44,24,0.89,694,0.99
112,204,570,0.99,9,0.89,670,0.99
112,205,79,1.59,194,0.44,134,1.58
112,206,689,0.99,19,0.89,128,1.59
112,207,77,1.59,3,0.89,852,0.89
112,208,435,0.99,8,0.89,108,1.57
112,209,188,1.08,40,0.66,363,1.09
112,210,75,1.58,15,0.89,143,1.59
112,211,63,1.59,15,0.89,0,0.0
112,212,69,1.59,154,0.45,150,1.55
112,213,554,0.99,23,0.89,724,0.99
112,214,116,1.37,50,0.79,97,1.58
112,215,86,1.59,21,0.89,111,1.59
112,216,80,1.59,17,0.89,126,1.59
112,217,236,1.09,44,0.89,303,1.09
112,218,58,1.59,16,0.89,120,1.57
112,219,0,0.0,0,0.00,0,0.0
112,220,153,1.32,16,0.78,268,1.33
112,221,93,1.59,21,0.89,157,1.59
112,222,288,1.33,147,0.44,408,1.33
112,223,409,0.99,18,0.77,619,0.99
112,224,297,1.08,27,0.66,394,1.1
112,225,171,1.33,33,0.66,311,1.33
112,226,149,1.33,190,0.44,250,1.33
112,227,72,1.59,35,0.78,149,1.58
112,228,305,1.33,30,0.89,273,1.33
112,229,102,1.58,25,0.89,136,1.58
112,230,170,1.33,176,0.49,255,1.33
112,231,103,1.58,12,0.89,154,1.58
112,232,170,1.33,176,0.49,255,1.33
112,233,103,1.58,12,0.89,154,1.58
112,234,80,1.58,22,0.89,160,1.58
112,235,582,0.99,11,0.89,785,0.99
112,236,140,1.55,240,0.44,189,1.55
112,237,247,1.05,17,0.89,375,1.12
112,238,205,1.33,57,0.75,303,1.32
112,239,89,1.57,23,0.89,122,1.57
112,240,75,1.59,9,0.89,105,1.59
112,241,555,0.99,11,0.89,846,0.99
112,242,86,1.5,155,0.45,121,1.52
112,243,116,1.39,9,0.89,269,1.39
112,244,84,1.42,51,0.89,168,1.43
112,245,208,1.39,34,0.89,306,1.39
112,246,184,1.33,16,0.89,331,1.33
112,247,71,1.59,173,0.48,125,1.58
112,248,173,1.33,30,0.65,181,1.59
112,249,57,1.59,101,0.59,821,0.99
112,250,214,1.09,22,0.87,126,1.21
112,251,160,1.05,26,0.89,237,1.06
112,252,132,1.33,29,0.89,223,1.32
112,253,74,1.57,20,0.89,136,1.58
112,262,83,1.53,32,0.89,132,0.99
112,263,168,1.39,47,0.66,188,1.38
112,264,95,1.44,43,0.88,199,1.43
112,265,234,1.09,19,0.89,334,1.09
112,266,83,1.53,32,0.89,132,0.99
112,267,168,1.39,47,0.66,188,1.38
112,268,95,1.44,43,0.88,199,1.43
112,269,234,1.09,19,0.89,334,1.09
112,270,72,1.58,157,0.44,110,1.58
112,271,1055,1.19,8,0.89,91,1.59
112,272,217,1.19,22,0.66,222,1.19
112,273,206,1.19,17,0.89,241,1.19
112,274,82,1.55,24,0.66,1013,0.99
112,275,133,1.59,34,0.75,236,1.54
112,276,126,1.33,28,0.89,331,1.33
