Store,Week,PepsiQuant,PepsiPrice,DomQuant,DomPrice,CokeQuant,CokePrice
2,125,61,1.49,21,0.75,69,1.49
2,126,93,1.49,11,0.89,46,1.49
2,127,87,1.49,3,0.89,81,1.49
2,128,135,1.39,4,0.89,168,1.39
2,129,85,1.49,116,0.51,55,1.49
2,130,725,0.99,8,0.89,438,0.99
2,131,56,1.49,17,0.89,46,1.49
2,132,59,1.49,14,0.75,46,1.49
2,133,61,1.49,13,0.89,32,1.49
2,134,72,1.49,222,0.43,37,1.49
2,135,618,0.99,12,0.89,359,0.99
2,136,71,1.49,19,0.66,68,1.49
2,137,55,1.49,18,0.89,50,1.49
2,138,58,1.49,9,0.89,64,1.49
2,139,583,0.99,7,0.89,356,0.99
2,140,86,1.49,9,0.89,44,1.49
2,141,73,1.49,9,0.89,62,1.49
2,142,1138,0.89,1,0.89,541,0.89
2,143,75,1.49,57,0.66,48,1.49
2,144,236,1.33,24,0.75,127,1.33
2,145,251,1.33,8,0.76,62,1.49
2,146,435,0.84,8,0.66,379,0.86
2,147,463,0.84,10,0.73,370,0.83
2,148,78,1.49,298,0.44,57,1.49
2,149,154,1.19,17,0.89,138,1.19
2,150,54,1.49,4,0.89,355,0.99
2,151,1166,0.79,3,0.89,675,0.79
2,152,37,1.49,56,0.66,49,1.49
2,153,53,1.49,1,0.89,493,0.89
2,154,38,1.49,4,0.89,29,1.49
2,155,440,0.99,7,0.89,21,1.49
2,156,68,1.49,29,0.66,56,1.49
2,157,29,1.49,2,0.89,333,0.99
2,158,62,1.49,10,0.89,43,1.49
2,159,502,0.99,3,0.89,35,1.49
2,160,116,1.33,6,0.89,40,1.49
2,161,44,1.49,2,0.89,33,1.49
2,162,82,1.33,11,0.89,53,1.49
2,163,101,1.33,571,0.44,43,1.49
2,164,48,1.49,19,0.89,54,1.49
2,165,42,1.49,4,0.86,494,0.99
2,166,63,1.49,13,0.79,49,1.49
2,167,463,0.99,60,0.59,66,1.49
2,168,88,1.16,10,0.73,59,1.49
2,169,55,1.49,5,0.74,435,0.99
2,170,846,0.99,12,0.66,52,1.49
2,171,146,1.29,10,0.66,101,1.49
2,172,108,1.33,9,0.66,68,1.49
2,173,68,1.49,18,0.70,328,1.08
2,174,127,1.32,408,0.48,137,1.32
2,175,67,1.49,22,0.79,42,1.49
2,176,55,1.49,23,0.79,48,1.49
2,177,72,1.49,12,0.79,53,1.49
2,178,98,1.33,19,0.79,102,1.33
2,179,76,1.49,24,0.79,47,1.49
2,180,43,1.49,8,0.79,176,1.09
2,181,53,1.49,18,0.66,77,1.49
2,182,629,0.99,7,0.79,34,1.49
2,183,46,1.49,12,0.79,64,1.33
2,184,43,1.49,9,0.79,55,1.49
2,185,34,1.49,492,0.39,79,1.49
2,186,544,0.89,3,0.79,359,0.89
2,187,66,1.49,6,0.79,68,1.49
2,188,253,0.99,12,0.83,57,1.49
2,189,53,1.49,23,0.66,324,0.99
2,190,824,0.99,2,0.89,43,1.52
2,191,126,1.02,402,0.44,469,0.99
2,192,61,1.49,54,0.75,51,1.69
2,193,653,0.99,10,0.85,438,0.99
2,194,471,1.01,11,0.66,353,1.0
2,195,508,0.99,1,0.89,357,0.99
2,196,56,1.54,12,0.75,78,1.69
2,197,54,1.69,6,0.89,597,0.99
2,198,506,0.99,14,0.66,418,0.99
2,199,510,0.99,2,0.89,416,0.99
2,200,566,0.99,5,0.89,385,0.99
2,201,281,1.08,184,0.43,229,1.08
2,202,226,1.33,266,0.49,43,1.69
2,203,271,0.99,117,0.50,535,0.99
2,204,393,0.99,4,0.89,320,0.99
2,205,40,1.69,378,0.44,66,1.69
2,206,602,0.99,5,0.89,36,1.69
2,207,56,1.69,9,0.89,92,1.09
2,208,568,0.99,9,0.89,36,1.69
2,209,134,1.09,9,0.66,107,1.09
2,210,75,1.69,12,0.89,59,1.69
2,211,50,1.69,2,0.89,0,0.0
2,212,51,1.69,161,0.42,65,1.69
2,213,435,0.99,8,0.89,408,0.99
2,214,69,1.39,58,0.79,46,1.69
2,215,50,1.69,21,0.87,53,1.69
2,216,56,1.69,8,0.89,48,1.69
2,217,211,1.09,19,0.89,164,1.09
2,218,47,1.69,18,0.89,45,1.69
2,219,0,0.0,0,0.00,0,0.0
2,220,66,1.53,7,0.79,155,1.37
2,221,52,1.69,13,0.89,62,1.69
2,222,104,1.33,265,0.44,117,1.34
2,223,249,0.99,7,0.85,224,0.99
2,224,182,1.1,8,0.66,133,1.13
2,225,131,1.33,6,0.66,126,1.33
2,226,109,1.33,353,0.44,108,1.33
2,227,55,1.68,10,0.89,68,1.69
2,228,127,1.33,23,0.89,99,1.33
2,229,53,1.67,5,0.89,73,1.69
2,230,102,1.33,193,0.45,84,1.33
2,231,72,1.69,10,0.89,57,1.69
2,232,102,1.33,193,0.45,84,1.33
2,233,72,1.69,10,0.89,57,1.69
2,234,56,1.69,9,0.89,98,1.69
2,235,392,0.99,8,0.89,306,0.99
2,236,53,1.67,240,0.44,80,1.65
2,237,302,1.07,11,0.80,213,1.03
2,238,119,1.32,6,0.75,148,1.32
2,239,55,1.68,6,0.89,44,1.69
2,240,41,1.69,10,0.89,46,1.69
2,241,473,0.99,4,0.89,372,0.99
2,242,44,1.62,197,0.43,70,1.68
2,243,118,1.39,13,0.75,181,1.39
2,244,70,1.43,71,0.89,123,1.43
2,245,122,1.39,59,0.89,107,1.39
2,246,105,1.33,40,0.89,143,1.33
2,247,41,1.69,113,0.43,69,1.69
2,248,120,1.33,13,0.54,61,1.69
2,249,99,1.69,25,0.59,395,0.99
2,250,170,1.02,10,0.86,119,1.33
2,251,291,0.94,8,0.89,197,0.97
2,252,140,1.33,19,0.89,119,1.33
2,253,61,1.69,36,0.89,53,1.69
2,262,64,1.62,5,0.89,51,0.99
2,263,90,1.39,48,0.66,74,1.39
2,264,53,1.47,17,0.89,71,1.44
2,265,127,1.09,21,0.89,92,1.09
2,266,64,1.62,5,0.89,51,0.99
2,267,90,1.39,48,0.66,74,1.39
2,268,53,1.47,17,0.89,71,1.44
2,269,127,1.09,21,0.89,92,1.09
2,270,45,1.69,124,0.44,50,1.69
2,271,1115,1.19,8,0.77,32,1.69
2,272,125,1.19,8,0.66,89,1.19
2,273,153,1.19,5,0.89,112,1.19
2,274,58,1.69,8,0.66,715,0.99
2,275,79,1.69,15,0.75,84,1.69
2,276,157,1.33,7,0.89,183,1.33
2,277,56,1.68,3,0.89,101,1.39
2,278,146,1.33,99,0.48,136,1.33
2,279,54,1.69,80,0.50,58,1.68
2,280,157,1.33,7,0.89,183,1.33
2,281,56,1.68,3,0.89,101,1.39
2,282,146,1.33,99,0.48,136,1.33
2,283,54,1.69,80,0.50,58,1.68
2,284,168,1.33,13,0.89,185,1.33
2,285,61,1.69,1,0.89,62,1.69
2,286,613,1.39,2,0.89,596,1.39
2,287,71,1.69,8,0.89,53,1.69
2,288,27,1.69,7,0.89,41,1.69
2,289,121,1.09,103,0.49,66,1.69
2,290,115,1.28,11,0.89,136,1.29
2,291,176,1.39,16,0.89,140,1.39
2,292,73,1.69,27,0.66,81,1.68
2,293,41,1.69,8,0.89,56,1.69
2,294,76,1.29,13,0.89,75,1.29
2,295,45,1.68,8,0.89,121,1.19
2,296,87,1.09,163,0.46,98,1.19
2,297,49,1.67,16,0.89,49,1.67
2,298,132,1.05,10,0.89,114,1.25
2,299,164,1.08,21,0.66,181,1.04
2,300,426,0.99,18,0.87,84,1.33
2,301,107,1.1,30,0.85,53,1.68
2,302,104,1.39,138,0.40,81,1.48
2,303,55,1.49,13,0.81,99,1.39
2,304,52,1.69,12,0.89,230,0.99
2,305,47,1.69,18,0.89,86,1.68
2,306,417,0.99,19,0.89,91,1.29
2,307,91,1.08,243,0.44,52,1.68
2,308,83,1.35,11,0.80,57,1.69
2,309,54,1.69,17,0.89,60,1.69
2,310,110,1.29,14,0.92,94,1.29
2,311,221,0.99,3,0.99,57,1.68
2,312,115,1.28,6,0.99,101,1.29
2,313,68,1.29,153,0.49,39,1.69
2,314,64,1.29,19,0.93,63,1.69
2,315,90,1.29,29,0.66,49,1.69
2,316,47,1.68,45,0.59,94,1.19
2,317,102,1.33,10,0.99,84,1.69
2,318,43,1.69,13,0.99,170,1.33
2,319,69,1.69,138,0.54,64,1.69
2,320,111,1.33,12,0.99,61,1.33
2,321,49,1.69,6,0.99,54,1.69
2,322,467,0.99,129,0.49,329,0.99
2,323,60,1.64,18,0.96,88,1.68
2,324,61,1.69,0,0.00,647,0.87
2,325,145,1.11,6,0.99,117,1.1
2,326,195,1.08,123,0.53,141,1.09
2,327,54,1.69,40,0.49,246,0.91
2,328,259,0.99,10,0.99,380,0.79
2,329,807,1.19,2,0.99,896,1.18
2,330,473,0.99,186,0.49,58,1.68
